Nonhuman_gene_name,Human_gene_name,Organism
TFPI2,TFPI2,Macaque
TMEM63B,TMEM63B,Macaque
TEX47,TEX47,Macaque
TFE3,TFE3,Macaque
TMEM60,TMEM60,Macaque
THUMPD1,THUMPD1,Macaque
TLE3,TLE3,Macaque
TMEM45A,TMEM45A,Macaque
TMEM156,TMEM156,Macaque
TMEM54,TMEM54,Macaque
TFAP2E,TFAP2E,Macaque
TK2,TK2,Macaque
TMEM109,TMEM109,Macaque
TIMP2,TIMP2,Macaque
TMEM247,TMEM247,Macaque
TGIF1,TGIF1,Macaque
TFG,TFG,Macaque
TMEM64,TMEM64,Macaque
TMC1,TMC1,Macaque
TM2D3,TM2D3,Macaque
TFCP2L1,TFCP2L1,Macaque
TG,TG,Macaque
TFF2,TFF2,Macaque
THSD7B,THSD7B,Macaque
TFAP2A,TFAP2A,Macaque
TMEM212,TMEM212,Macaque
TFPT,TFPT,Macaque
TIGD5,TIGD5,Macaque
TIGD2,TIGD2,Macaque
THAP11,THAP11,Macaque
TGFBR1,TGFBR1,Macaque
THBS4,THBS4,Macaque
TMEM136,TMEM136,Macaque
TMEM213,TMEM213,Macaque
TEX19,TEX19,Macaque
TMEM87B,TMEM87B,Macaque
TMEM125,TMEM125,Macaque
TH,TH,Macaque
TIA1,TIA1,Macaque
TMEM74,TMEM74,Macaque
TMC4,TMC4,Macaque
TMEM80,TMEM80,Macaque
TIMM17A,TIMM17A,Macaque
TMEM11,TMEM11,Macaque
TIFA,TIFA,Macaque
TMEM167A,TMEM167A,Macaque
TEX15,TEX15,Macaque
TMEM144,TMEM144,Macaque
TMEM222,TMEM222,Macaque
TMEM145,TMEM145,Macaque
TM4SF4,TM4SF4,Macaque
TMEM184C,TMEM184C,Macaque
TM9SF1,TM9SF1,Macaque
TET3,TET3,Macaque
TMED1,TMED1,Macaque
TFIP11,TFIP11,Macaque
TM4SF19,TM4SF19,Macaque
TMEM63C,TMEM63C,Macaque
TEX10,TEX10,Macaque
TMEM151A,TMEM151A,Macaque
TMEM132E,TMEM132E,Macaque
TMEM243,TMEM243,Macaque
TMEM249,TMEM249,Macaque
TIE1,TIE1,Macaque
TMEM186,TMEM186,Macaque
TLE4,TLE4,Macaque
TGFA,TGFA,Macaque
TLL2,TLL2,Macaque
TMEM120A,TMEM120A,Macaque
TET2,TET2,Macaque
TMEM218,TMEM218,Macaque
TMEM254,TMEM254,Macaque
TMEM196,TMEM196,Macaque
THSD7A,THSD7A,Macaque
TMEM187,TMEM187,Macaque
TMEM161B,TMEM161B,Macaque
THAP10,THAP10,Macaque
TLN2,TLN2,Macaque
TEX30,TEX30,Macaque
TMEM106B,TMEM106B,Macaque
TMEM255A,TMEM255A,Macaque
TMEM126B,TMEM126B,Macaque
TMEM176A,TMEM176A,Macaque
TMEM171,TMEM171,Macaque
TMEM38B,TMEM38B,Macaque
TMEM176B,TMEM176B,Macaque
TMEM31,TMEM31,Macaque
TMEM174,TMEM174,Macaque
TEX22,TEX22,Macaque
TMEM72,TMEM72,Macaque
TKTL1,TKTL1,Macaque
TMEM151B,TMEM151B,Macaque
TEX28,TEX28,Macaque
TMEM199,TMEM199,Macaque
TMEM106C,TMEM106C,Macaque
TFAP4,TFAP4,Macaque
TMEM246,TMEM246,Macaque
TMEM150C,TMEM150C,Macaque
TMEM173,TMEM173,Macaque
TMEM42,TMEM42,Macaque
TIAF1,TIAF1,Macaque
TMEM240,TMEM240,Macaque
TMEM229B,TMEM229B,Macaque
TM9SF3,TM9SF3,Macaque
TIMM13,TIMM13,Macaque
TM4SF18,TM4SF18,Macaque
TMEM18,TMEM18,Macaque
THAP5,THAP5,Macaque
TMEM200C,TMEM200C,Macaque
TIMELESS,TIMELESS,Macaque
TLE1,TLE1,Macaque
TMEM169,TMEM169,Macaque
TMC3,TMC3,Macaque
TMEM134,TMEM134,Macaque
TMEM67,TMEM67,Macaque
TEX13A,TEX13A,Macaque
TM9SF2,TM9SF2,Macaque
THRAP3,THRAP3,Macaque
TGFBR3L,TGFBR3L,Macaque
TMEM253,TMEM253,Macaque
TMEM210,TMEM210,Macaque
TLR3,TLR3,Macaque
THBS3,THBS3,Macaque
TGIF2,TGIF2,Macaque
TMEM35B,TMEM35B,Macaque
TMEM237,TMEM237,Macaque
THBD,THBD,Macaque
TEX35,TEX35,Macaque
TMCC3,TMCC3,Macaque
TGFB2,TGFB2,Macaque
TMEM50A,TMEM50A,Macaque
TMEM81,TMEM81,Macaque
TMEM135,TMEM135,Macaque
TMEM179B,TMEM179B,Macaque
TMCC2,TMCC2,Macaque
TMCO1,TMCO1,Macaque
TMEM205,TMEM205,Macaque
TMEM41A,TMEM41A,Macaque
TESC,TESC,Macaque
TMEM178B,TMEM178B,Macaque
TMEFF2,TMEFF2,Macaque
THAP8,THAP8,Macaque
TMEM182,TMEM182,Macaque
TIPARP,TIPARP,Macaque
TGFB1I1,TGFB1I1,Macaque
TMEM132B,TMEM132B,Macaque
TINF2,TINF2,Macaque
TMBIM1,TMBIM1,Macaque
THEMIS2,THEMIS2,Macaque
THAP9,THAP9,Macaque
TGFBRAP1,TGFBRAP1,Macaque
TEX13B,TEX13B,Macaque
TMEM132C,TMEM132C,Macaque
TMEM132D,TMEM132D,Macaque
TMEM233,TMEM233,Macaque
TFDP3,TFDP3,Macaque
THPO,THPO,Macaque
TMEM104,TMEM104,Macaque
TFEB,TFEB,Macaque
TLR5,TLR5,Macaque
TMCC1,TMCC1,Macaque
TMEM263,TMEM263,Macaque
TIPRL,TIPRL,Macaque
TMEM128,TMEM128,Macaque
TESMIN,TESMIN,Macaque
TLK1,TLK1,Macaque
TIGD1,TIGD1,Macaque
TEX14,TEX14,Macaque
TMEM119,TMEM119,Macaque
TMEM164,TMEM164,Macaque
TMEM120B,TMEM120B,Macaque
TMEM63A,TMEM63A,Macaque
TMEM208,TMEM208,Macaque
TMEM229A,TMEM229A,Macaque
TIMM23,TIMM23,Macaque
TFPI,TFPI,Macaque
TMEM198,TMEM198,Macaque
TMEM61,TMEM61,Macaque
TMEM219,TMEM219,Macaque
THAP2,THAP2,Macaque
TMEM206,TMEM206,Macaque
THAP4,THAP4,Macaque
TIAL1,TIAL1,Macaque
TMED2,TMED2,Macaque
TM4SF20,TM4SF20,Macaque
TEX101,TEX101,Macaque
TIMP1,TIMP1,Macaque
TMEM33,TMEM33,Macaque
TMEM100,TMEM100,Macaque
TMEM25,TMEM25,Macaque
TRPV1,TRPV1,Macaque
TSHZ1,TSHZ1,Macaque
TNNC1,TNNC1,Macaque
TRMT5,TRMT5,Macaque
TOGARAM1,TOGARAM1,Macaque
TRPT1,TRPT1,Macaque
TRIT1,TRIT1,Macaque
TRPA1,TRPA1,Macaque
TNFRSF10B,TNFRSF10B,Macaque
TRIM21,TRIM21,Macaque
TNRC6C,TNRC6C,Macaque
TMX3,TMX3,Macaque
TNFRSF11A,TNFRSF11A,Macaque
TP53I3,TP53I3,Macaque
TNKS2,TNKS2,Macaque
TSPAN14,TSPAN14,Macaque
TRIM68,TRIM68,Macaque
TRIM8,TRIM8,Macaque
TPH1,TPH1,Macaque
TPGS1,TPGS1,Macaque
TNP2,TNP2,Macaque
TNFSF9,TNFSF9,Macaque
TOM1,TOM1,Macaque
TRIB3,TRIB3,Macaque
TNFSF14,TNFSF14,Macaque
TOPORS,TOPORS,Macaque
TPMT,TPMT,Macaque
TNFAIP8L3,TNFAIP8L3,Macaque
TP53,TP53,Macaque
TSPAN10,TSPAN10,Macaque
TRPM1,TRPM1,Macaque
TRAPPC9,TRAPPC9,Macaque
TNFSF13B,TNFSF13B,Macaque
TRPM2,TRPM2,Macaque
TRMT11,TRMT11,Macaque
TMEM89,TMEM89,Macaque
TPSG1,TPSG1,Macaque
TNFRSF10C,TNFRSF10C,Macaque
TNNI2,TNNI2,Macaque
TPBGL,TPBGL,Macaque
TRPC7,TRPC7,Macaque
TOM1L2,TOM1L2,Macaque
TNFRSF1A,TNFRSF1A,Macaque
TSHZ3,TSHZ3,Macaque
TNFRSF10D,TNFRSF10D,Macaque
TNFRSF10A,TNFRSF10A,Macaque
TP53INP1,TP53INP1,Macaque
TRIM55,TRIM55,Macaque
TPM2,TPM2,Macaque
TNNC2,TNNC2,Macaque
TNRC6A,TNRC6A,Macaque
TRIM59,TRIM59,Macaque
TRIM50,TRIM50,Macaque
TOP3A,TOP3A,Macaque
TRIM42,TRIM42,Macaque
TPSD1,TPSD1,Macaque
TSHR,TSHR,Macaque
TOMM22,TOMM22,Macaque
TRIP10,TRIP10,Macaque
TOX4,TOX4,Macaque
TRERF1,TRERF1,Macaque
TRIL,TRIL,Macaque
TOP3B,TOP3B,Macaque
TRMT112,TRMT112,Macaque
TRIM5,TRIM5,Macaque
TNPO2,TNPO2,Macaque
TMX2,TMX2,Macaque
TRIM22,TRIM22,Macaque
TPCN2,TPCN2,Macaque
TRIP13,TRIP13,Macaque
TRNAU1AP,TRNAU1AP,Macaque
TPD52L3,TPD52L3,Macaque
TNFRSF21,TNFRSF21,Macaque
TMOD1,TMOD1,Macaque
TMEM9B,TMEM9B,Macaque
TRIR,TRIR,Macaque
TNFRSF17,TNFRSF17,Macaque
TNIP3,TNIP3,Macaque
TSPAN18,TSPAN18,Macaque
TMPRSS11F,TMPRSS11F,Macaque
TMPRSS11A,TMPRSS11A,Macaque
TNRC6B,TNRC6B,Macaque
TP53I11,TP53I11,Macaque
TRIM77,TRIM77,Macaque
TPX2,TPX2,Macaque
TPRG1,TPRG1,Macaque
TRAF1,TRAF1,Macaque
TRUB2,TRUB2,Macaque
TRPC4,TRPC4,Macaque
TRAPPC6B,TRAPPC6B,Macaque
TRUB1,TRUB1,Macaque
TRAM2,TRAM2,Macaque
TRPC6,TRPC6,Macaque
TNFAIP8L1,TNFAIP8L1,Macaque
TP53BP1,TP53BP1,Macaque
TRAV1-1,TRAV1-1,Macaque
TRAV1-2,TRAV1-2,Macaque
TOX2,TOX2,Macaque
TMIGD1,TMIGD1,Macaque
TRIM66,TRIM66,Macaque
TRAV2,TRAV2,Macaque
TRAV4,TRAV4,Macaque
TSBP1,TSBP1,Macaque
TNFSF15,TNFSF15,Macaque
TNFSF8,TNFSF8,Macaque
TNC,TNC,Macaque
TOR1B,TOR1B,Macaque
TNIP2,TNIP2,Macaque
TMOD2,TMOD2,Macaque
TRMO,TRMO,Macaque
TRIM38,TRIM38,Macaque
TRPC4AP,TRPC4AP,Macaque
TRNT1,TRNT1,Macaque
TRAV9-1,TRAV9-1,Macaque
TRAV13-1,TRAV13-1,Macaque
TRAV12-2,TRAV12-2,Macaque
TMEM95,TMEM95,Macaque
TRAV9-2,TRAV9-2,Macaque
TRAV12-3,TRAV12-3,Macaque
TRAV8-6,TRAV8-6,Macaque
TRAV16,TRAV16,Macaque
TRAV17,TRAV17,Macaque
TP63,TP63,Macaque
TRAV20,TRAV20,Macaque
TRAV22,TRAV22,Macaque
TRAV23DV6,TRAV23DV6,Macaque
TRIM71,TRIM71,Macaque
TRIM35,TRIM35,Macaque
TREX1,TREX1,Macaque
TRABD,TRABD,Macaque
TRIM60,TRIM60,Macaque
TNK1,TNK1,Macaque
TRAPPC13,TRAPPC13,Macaque
TRAPPC1,TRAPPC1,Macaque
TNRC18,TNRC18,Macaque
TRIM14,TRIM14,Macaque
TRIM23,TRIM23,Macaque
TRAV29DV5,TRAV29DV5,Macaque
TRAV30,TRAV30,Macaque
TRAV26-2,TRAV26-2,Macaque
TRAV34,TRAV34,Macaque
TRAV36DV7,TRAV36DV7,Macaque
TMF1,TMF1,Macaque
TRIM69,TRIM69,Macaque
TMPPE,TMPPE,Macaque
TRA2A,TRA2A,Macaque
TSC22D1,TSC22D1,Macaque
TNNT3,TNNT3,Macaque
TMOD3,TMOD3,Macaque
TMEM8B,TMEM8B,Macaque
TNFRSF14,TNFRSF14,Macaque
TRAPPC10,TRAPPC10,Macaque
TPP1,TPP1,Macaque
TSPAN3,TSPAN3,Macaque
TNFRSF9,TNFRSF9,Macaque
TMPRSS11E,TMPRSS11E,Macaque
TRAV39,TRAV39,Macaque
TRAV41,TRAV41,Macaque
TRAM1,TRAM1,Macaque
TMPRSS12,TMPRSS12,Macaque
TNFAIP8,TNFAIP8,Macaque
TSHB,TSHB,Macaque
TSPAN2,TSPAN2,Macaque
TPRN,TPRN,Macaque
TRDV3,TRDV3,Macaque
TMUB2,TMUB2,Macaque
TRIM32,TRIM32,Macaque
TMEM8A,TMEM8A,Macaque
TPT1,TPT1,Macaque
TSC22D4,TSC22D4,Macaque
TOPBP1,TOPBP1,Macaque
TNF,TNF,Macaque
TRIP11,TRIP11,Macaque
TRMT9B,TRMT9B,Macaque
TRAF2,TRAF2,Macaque
TRARG1,TRARG1,Macaque
TRAIP,TRAIP,Macaque
TMPRSS2,TMPRSS2,Macaque
TRMT6,TRMT6,Macaque
TPRX1,TPRX1,Macaque
TSG101,TSG101,Macaque
TNMD,TNMD,Macaque
TOR4A,TOR4A,Macaque
TSGA10IP,TSGA10IP,Macaque
TRAPPC8,TRAPPC8,Macaque
TRPM4,TRPM4,Macaque
TMTC1,TMTC1,Macaque
TRPC3,TRPC3,Macaque
TRPM3,TRPM3,Macaque
TNFRSF19,TNFRSF19,Macaque
TRABD2A,TRABD2A,Macaque
TRIB2,TRIB2,Macaque
TRIM27,TRIM27,Macaque
TOP2A,TOP2A,Macaque
TSNARE1,TSNARE1,Macaque
TPST1,TPST1,Macaque
TMPRSS5,TMPRSS5,Macaque
TRIM36,TRIM36,Macaque
TMIE,TMIE,Macaque
TROAP,TROAP,Macaque
TP53AIP1,TP53AIP1,Macaque
TNS4,TNS4,Macaque
TRMT2B,TRMT2B,Macaque
TRIP4,TRIP4,Macaque
TRIM45,TRIM45,Macaque
TPPP3,TPPP3,Macaque
TOP1MT,TOP1MT,Macaque
TSPAN15,TSPAN15,Macaque
TRAF4,TRAF4,Macaque
TRIM58,TRIM58,Macaque
TSPAN11,TSPAN11,Macaque
TPD52L2,TPD52L2,Macaque
TRMT10C,TRMT10C,Macaque
TSGA10,TSGA10,Macaque
TOX3,TOX3,Macaque
TSPAN13,TSPAN13,Macaque
TOE1,TOE1,Macaque
TSLP,TSLP,Macaque
TRMT2A,TRMT2A,Macaque
TRAT1,TRAT1,Macaque
TRPC5,TRPC5,Macaque
TSGA13,TSGA13,Macaque
TMX4,TMX4,Macaque
TRIO,TRIO,Macaque
TOB2,TOB2,Macaque
TMEM92,TMEM92,Macaque
TPRG1L,TPRG1L,Macaque
TRBV7-3,TRBV7-3,Macaque
TRIML2,TRIML2,Macaque
TP73,TP73,Macaque
TRPC1,TRPC1,Macaque
TRBV10-2,TRBV10-2,Macaque
TRIML1,TRIML1,Macaque
TRIOBP,TRIOBP,Macaque
TRIM40,TRIM40,Macaque
TRRAP,TRRAP,Macaque
TRIM10,TRIM10,Macaque
TRIM15,TRIM15,Macaque
TNIK,TNIK,Macaque
TRBV15,TRBV15,Macaque
TRBV16,TRBV16,Macaque
TRBV19,TRBV19,Macaque
TRBV23-1,TRBV23-1,Macaque
TRBV24-1,TRBV24-1,Macaque
TRBV27,TRBV27,Macaque
TRBV28,TRBV28,Macaque
TRBV29-1,TRBV29-1,Macaque
TRIM44,TRIM44,Macaque
TOP2B,TOP2B,Macaque
TRIM26,TRIM26,Macaque
TRANK1,TRANK1,Macaque
TOMM70,TOMM70,Macaque
TMEM98,TMEM98,Macaque
TRIM29,TRIM29,Macaque
TRAF3IP2,TRAF3IP2,Macaque
TPK1,TPK1,Macaque
TRIP6,TRIP6,Macaque
TMTC4,TMTC4,Macaque
TRPV6,TRPV6,Macaque
TRPV3,TRPV3,Macaque
TRMT61A,TRMT61A,Macaque
TRPV5,TRPV5,Macaque
TMPRSS6,TMPRSS6,Macaque
TRPS1,TRPS1,Macaque
TRAF6,TRAF6,Macaque
TRIM24,TRIM24,Macaque
TMEM9,TMEM9,Macaque
TSPAN17,TSPAN17,Macaque
TOPAZ1,TOPAZ1,Macaque
TRAP1,TRAP1,Macaque
TRIB1,TRIB1,Macaque
TPGS2,TPGS2,Macaque
TNFAIP8L2,TNFAIP8L2,Macaque
TMOD4,TMOD4,Macaque
TRIM13,TRIM13,Macaque
TSNAXIP1,TSNAXIP1,Macaque
TPRKB,TPRKB,Macaque
TRAK1,TRAK1,Macaque
TRIM56,TRIM56,Macaque
TRAFD1,TRAFD1,Macaque
TNNI1,TNNI1,Macaque
TRA2B,TRA2B,Macaque
TNFRSF25,TNFRSF25,Macaque
TSN,TSN,Macaque
TPM4,TPM4,Macaque
TMPRSS3,TMPRSS3,Macaque
TPM3,TPM3,Macaque
TNNT1,TNNT1,Macaque
TPRA1,TPRA1,Macaque
TRHR,TRHR,Macaque
TRMT12,TRMT12,Macaque
TMLHE,TMLHE,Macaque
TMPRSS7,TMPRSS7,Macaque
TOB1,TOB1,Macaque
TNFAIP6,TNFAIP6,Macaque
TRIM62,TRIM62,Macaque
TNFSF10,TNFSF10,Macaque
TNPO1,TNPO1,Macaque
TRO,TRO,Macaque
TRABD2B,TRABD2B,Macaque
TSPAN32,TSPAN32,Macaque
TMEM99,TMEM99,Macaque
TOMM34,TOMM34,Macaque
TREH,TREH,Macaque
TSEN34,TSEN34,Macaque
TRMT1,TRMT1,Macaque
TNKS,TNKS,Macaque
TRPM6,TRPM6,Macaque
TSEN2,TSEN2,Macaque
TPP2,TPP2,Macaque
TSC1,TSC1,Macaque
TPST2,TPST2,Macaque
TSPAN31,TSPAN31,Macaque
TRIM25,TRIM25,Macaque
TMEM97,TMEM97,Macaque
TRAPPC12,TRAPPC12,Macaque
TRIM3,TRIM3,Macaque
TRAPPC6A,TRAPPC6A,Macaque
TNFRSF18,TNFRSF18,Macaque
TRIM28,TRIM28,Macaque
TSFM,TSFM,Macaque
TSKU,TSKU,Macaque
TRIM33,TRIM33,Macaque
TNFAIP1,TNFAIP1,Macaque
TRMT10B,TRMT10B,Macaque
TNFRSF11B,TNFRSF11B,Macaque
TOMM5,TOMM5,Macaque
TRIM37,TRIM37,Macaque
TMEM88B,TMEM88B,Macaque
TNNI3K,TNNI3K,Macaque
TNFRSF8,TNFRSF8,Macaque
TRPM5,TRPM5,Macaque
TNFSF11,TNFSF11,Macaque
TNFRSF1B,TNFRSF1B,Macaque
TOX,TOX,Macaque
TRDN,TRDN,Macaque
TRAPPC3,TRAPPC3,Macaque
TRAPPC3L,TRAPPC3L,Macaque
TMIGD2,TMIGD2,Macaque
TRMU,TRMU,Macaque
TRPM7,TRPM7,Macaque
TRAM1L1,TRAM1L1,Macaque
TRIQK,TRIQK,Macaque
TRPV2,TRPV2,Macaque
TOLLIP,TOLLIP,Macaque
TNIP1,TNIP1,Macaque
TMPRSS9,TMPRSS9,Macaque
TPCN1,TPCN1,Macaque
TRAPPC4,TRAPPC4,Macaque
TOR2A,TOR2A,Macaque
TPM1,TPM1,Macaque
TNN,TNN,Macaque
TRIM72,TRIM72,Macaque
TRIM46,TRIM46,Macaque
TNR,TNR,Macaque
TREML1,TREML1,Macaque
TRIM9,TRIM9,Macaque
TREM2,TREM2,Macaque
TRAF7,TRAF7,Macaque
TREML2,TREML2,Macaque
TRAPPC11,TRAPPC11,Macaque
TRIP12,TRIP12,Macaque
TP53TG5,TP53TG5,Macaque
TREML4,TREML4,Macaque
TRIM54,TRIM54,Macaque
TRAK2,TRAK2,Macaque
TPO,TPO,Macaque
TNKS1BP1,TNKS1BP1,Macaque
TREM1,TREM1,Macaque
TNS1,TNS1,Macaque
TMEM94,TMEM94,Macaque
TRIAP1,TRIAP1,Macaque
TRMT61B,TRMT61B,Macaque
TPD52L1,TPD52L1,Macaque
TRIM4,TRIM4,Macaque
TOR3A,TOR3A,Macaque
TRAF3,TRAF3,Macaque
TRPM8,TRPM8,Macaque
TSPAN16,TSPAN16,Macaque
TMX1,TMX1,Macaque
TNS2,TNS2,Macaque
TPBG,TPBG,Macaque
TSEN54,TSEN54,Macaque
TSPAN1,TSPAN1,Macaque
TSHZ2,TSHZ2,Macaque
TNS3,TNS3,Macaque
TRMT13,TRMT13,Macaque
TP53I13,TP53I13,Macaque
TSPAN12,TSPAN12,Macaque
TSC22D3,TSC22D3,Macaque
TPPP2,TPPP2,Macaque
TMUB1,TMUB1,Macaque
TOR1AIP2,TOR1AIP2,Macaque
TNFAIP2,TNFAIP2,Macaque
TOR1AIP1,TOR1AIP1,Macaque
TRIM7,TRIM7,Macaque
TRADD,TRADD,Macaque
TRNP1,TRNP1,Macaque
TRH,TRH,Macaque
TRIM11,TRIM11,Macaque
TRIM17,TRIM17,Macaque
TP53BP2,TP53BP2,Macaque
TMPO,TMPO,Macaque
TNFAIP3,TNFAIP3,Macaque
TRIM65,TRIM65,Macaque
TOGARAM2,TOGARAM2,Macaque
TRIM41,TRIM41,Macaque
TSKS,TSKS,Macaque
TNPO3,TNPO3,Macaque
TRAF3IP1,TRAF3IP1,Macaque
TRIM67,TRIM67,Macaque
TSPAN33,TSPAN33,Macaque
TOP1,TOP1,Macaque
TSC2,TSC2,Macaque
TRIM52,TRIM52,Macaque
TRIM63,TRIM63,Macaque
TMIGD3,TMIGD3,Macaque
TSEN15,TSEN15,Macaque
TMTC2,TMTC2,Macaque
TSPAN19,TSPAN19,Macaque
TRMT1L,TRMT1L,Macaque
TNFSF18,TNFSF18,Macaque
TNFSF4,TNFSF4,Macaque
TOMM40L,TOMM40L,Macaque
TSACC,TSACC,Macaque
TPR,TPR,Macaque
TRPV4,TRPV4,Macaque
TRAF3IP3,TRAF3IP3,Macaque
TMTC3,TMTC3,Macaque
TRAF5,TRAF5,Macaque
TMPRSS13,TMPRSS13,Macaque
TRHDE,TRHDE,Macaque
TPH2,TPH2,Macaque
TMPRSS4,TMPRSS4,Macaque
TNFRSF6B,TNFRSF6B,Macaque
TONSL,TONSL,Macaque
TOM1L1,TOM1L1,Macaque
TNK2,TNK2,Macaque
UBXN2A,UBXN2A,Macaque
UPF1,UPF1,Macaque
TTBK2,TTBK2,Macaque
TUBB4A,TUBB4A,Macaque
TUBB2B,TUBB2B,Macaque
USP29,USP29,Macaque
UMPS,UMPS,Macaque
TTC7B,TTC7B,Macaque
TUT7,TUT7,Macaque
TXLNG,TXLNG,Macaque
VASP,VASP,Macaque
URM1,URM1,Macaque
TYR,TYR,Macaque
TTC25,TTC25,Macaque
VEGFB,VEGFB,Macaque
TXLNA,TXLNA,Macaque
UBE2L6,UBE2L6,Macaque
UBE2G1,UBE2G1,Macaque
UBE3A,UBE3A,Macaque
UBR1,UBR1,Macaque
TTC7A,TTC7A,Macaque
VCP,VCP,Macaque
UBE2J1,UBE2J1,Macaque
UPB1,UPB1,Macaque
UQCRC1,UQCRC1,Macaque
TYRO3,TYRO3,Macaque
UBL3,UBL3,Macaque
USP4,USP4,Macaque
UBN1,UBN1,Macaque
TTLL11,TTLL11,Macaque
URI1,URI1,Macaque
TTYH3,TTYH3,Macaque
UBXN10,UBXN10,Macaque
UBE2L3,UBE2L3,Macaque
TSR1,TSR1,Macaque
TUBG1,TUBG1,Macaque
TTLL5,TTLL5,Macaque
USP35,USP35,Macaque
TXNDC11,TXNDC11,Macaque
TUBGCP3,TUBGCP3,Macaque
UBE2L5,UBE2L5,Macaque
UBE2B,UBE2B,Macaque
TTC39A,TTC39A,Macaque
UGDH,UGDH,Macaque
TSPEAR,TSPEAR,Macaque
UBXN6,UBXN6,Macaque
USPL1,USPL1,Macaque
TTC37,TTC37,Macaque
TUBB,TUBB,Macaque
USP9Y,USP9Y,Macaque
USP14,USP14,Macaque
TUB,TUB,Macaque
UST,UST,Macaque
TXNL1,TXNL1,Macaque
UNC45B,UNC45B,Macaque
USP45,USP45,Macaque
ULK3,ULK3,Macaque
UBE2W,UBE2W,Macaque
UGT3A1,UGT3A1,Macaque
UGCG,UGCG,Macaque
UBE2G2,UBE2G2,Macaque
UBE2QL1,UBE2QL1,Macaque
TTLL8,TTLL8,Macaque
UPK1A,UPK1A,Macaque
VDAC3,VDAC3,Macaque
UBR4,UBR4,Macaque
UTRN,UTRN,Macaque
VHL,VHL,Macaque
TSSK2,TSSK2,Macaque
UBQLNL,UBQLNL,Macaque
UBE2I,UBE2I,Macaque
TXNRD2,TXNRD2,Macaque
TXN,TXN,Macaque
VAMP1,VAMP1,Macaque
UTY,UTY,Macaque
UBQLN3,UBQLN3,Macaque
UBA6,UBA6,Macaque
UBAC1,UBAC1,Macaque
TXNDC8,TXNDC8,Macaque
UBA2,UBA2,Macaque
TSTD2,TSTD2,Macaque
UBR2,UBR2,Macaque
UGP2,UGP2,Macaque
VAT1,VAT1,Macaque
UHRF2,UHRF2,Macaque
TSPAN9,TSPAN9,Macaque
TYMS,TYMS,Macaque
TTPA,TTPA,Macaque
TXNDC17,TXNDC17,Macaque
VAV1,VAV1,Macaque
TXNDC15,TXNDC15,Macaque
TULP3,TULP3,Macaque
UTP3,UTP3,Macaque
TTC23L,TTC23L,Macaque
UBA5,UBA5,Macaque
VGLL4,VGLL4,Macaque
TWF2,TWF2,Macaque
UNC13C,UNC13C,Macaque
TUBGCP4,TUBGCP4,Macaque
UROD,UROD,Macaque
USP20,USP20,Macaque
URB1,URB1,Macaque
UBE2K,UBE2K,Macaque
TTBK1,TTBK1,Macaque
VCPIP1,VCPIP1,Macaque
TTLL9,TTLL9,Macaque
USE1,USE1,Macaque
URAD,URAD,Macaque
USP25,USP25,Macaque
TUBB1,TUBB1,Macaque
UFM1,UFM1,Macaque
UBR5,UBR5,Macaque
UTP6,UTP6,Macaque
UBE2S,UBE2S,Macaque
VASH1,VASH1,Macaque
UBA3,UBA3,Macaque
UBA7,UBA7,Macaque
UBE2D1,UBE2D1,Macaque
USP9X,USP9X,Macaque
UGGT2,UGGT2,Macaque
TSR3,TSR3,Macaque
USHBP1,USHBP1,Macaque
TTC29,TTC29,Macaque
VAMP3,VAMP3,Macaque
UTS2,UTS2,Macaque
TTC5,TTC5,Macaque
UNCX,UNCX,Macaque
UQCRB,UQCRB,Macaque
UVRAG,UVRAG,Macaque
UNC13B,UNC13B,Macaque
TTC21A,TTC21A,Macaque
VAV3,VAV3,Macaque
UBOX5,UBOX5,Macaque
TUBGCP6,TUBGCP6,Macaque
UNC13A,UNC13A,Macaque
USP47,USP47,Macaque
UBE2E2,UBE2E2,Macaque
TTC3,TTC3,Macaque
URGCP,URGCP,Macaque
UBTF,UBTF,Macaque
UGT2A3,UGT2A3,Macaque
UBE2E1,UBE2E1,Macaque
VEGFA,VEGFA,Macaque
UHRF1,UHRF1,Macaque
TTR,TTR,Macaque
TTC39C,TTC39C,Macaque
TTC34,TTC34,Macaque
UCK1,UCK1,Macaque
TUBGCP5,TUBGCP5,Macaque
TYK2,TYK2,Macaque
TXNL4A,TXNL4A,Macaque
TWF1,TWF1,Macaque
UBALD2,UBALD2,Macaque
TTC12,TTC12,Macaque
USF2,USF2,Macaque
TULP2,TULP2,Macaque
UTP11,UTP11,Macaque
TTI1,TTI1,Macaque
UBE2D4,UBE2D4,Macaque
UBP1,UBP1,Macaque
TUBB4B,TUBB4B,Macaque
VAPA,VAPA,Macaque
TUBA8,TUBA8,Macaque
TTC4,TTC4,Macaque
USP34,USP34,Macaque
UBE2R2,UBE2R2,Macaque
TUBE1,TUBE1,Macaque
TXNDC5,TXNDC5,Macaque
UMOD,UMOD,Macaque
VANGL1,VANGL1,Macaque
UFL1,UFL1,Macaque
VDAC1,VDAC1,Macaque
TSTA3,TSTA3,Macaque
USH1C,USH1C,Macaque
UPK3B,UPK3B,Macaque
TTC33,TTC33,Macaque
VAMP2,VAMP2,Macaque
UBE2H,UBE2H,Macaque
UCHL5,UCHL5,Macaque
UFD1,UFD1,Macaque
TULP4,TULP4,Macaque
TSPAN6,TSPAN6,Macaque
VEGFD,VEGFD,Macaque
